,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
7153.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7154.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7155.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7156.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7157.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7158.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7159.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7160.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7161.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7162.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7163.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7164.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7165.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7166.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7167.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7168.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7169.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7170.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7171.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7172.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7173.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7174.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7175.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7176.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7177.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7178.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7179.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7180.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7181.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7182.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7183.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7184.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7185.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7186.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7187.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7188.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7189.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7190.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7191.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7192.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7193.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7194.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7195.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7196.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7197.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7198.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7199.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7200.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7201.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7202.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7203.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7204.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7205.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7206.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7207.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7208.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7209.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7210.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7211.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7212.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7213.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7214.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7215.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7216.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7217.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7218.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7219.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7220.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7221.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7222.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7223.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7224.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7225.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7226.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7227.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7228.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7229.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7230.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7231.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7232.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7233.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7234.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7235.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7236.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7237.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7238.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7239.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7240.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7241.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7242.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7243.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7244.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7245.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7246.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7247.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7248.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7249.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7250.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7251.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7252.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7253.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7254.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7255.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7256.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7257.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7258.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7259.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7260.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7261.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7262.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7263.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7264.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7265.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7266.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7267.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7268.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7269.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7270.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7271.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7272.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7273.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7274.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7275.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7276.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7277.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7278.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7279.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7280.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7281.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7282.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7283.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7284.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7285.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7286.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7287.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7288.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7289.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7290.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7291.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7292.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7293.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7294.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7295.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7296.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7297.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7298.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7299.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7300.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7301.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7302.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7303.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7304.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7305.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7306.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7307.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7308.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7309.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7310.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7311.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7312.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7313.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7314.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7315.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7316.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7317.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7318.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7319.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7320.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7321.0,2.0,"fuck, nigga, get, idiot, think, mass, say, year, do, really",,
7322.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7323.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7324.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7325.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7326.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7327.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7328.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7329.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7330.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7331.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7332.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7333.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7334.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7335.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7336.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7337.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7338.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7339.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7340.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7341.0,3.0,"edit, page, wikipedia, make, article, source, think, get, see, use",,
7342.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7343.0,4.0,"gay, sex_sex, use, go, think, porn, anal, give, edit, make",,
7344.0,6.0,"image, page, use, delete, tag, thank, copyright, list, see, talk",,
7345.0,0.0,"see, test, call, thank, make, think, dick, good, film, pay",,
7346.0,1.0,"ball, thank, redirect, cucks_cuck, make, say, poop, get, go, lol",,
7347.0,7.0,"fuck, shit, go, penis, say, cunt, get, care, block, try",,
7348.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7349.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
7350.0,5.0,"say, think, see, make, get, page, article, discussion, go, man",,
